"","Year","District.Code","District.Name","Neighborhood.Code","Neighborhood.Name","Age","Death_Number","By_Age_Immigrants","By_Age_Emigrants","Spain","Italy","Colombia","Venezuela","Pakistan","France","Morocco","United Kingdom","India","Germany","Bangladesh","Philippines","United States","China","Peru","Argentina","Brasil","Dominican Republic","Honduras","Population_Number_Male","Population_Number_Female","By_Sex_Immigrants_Male","By_Sex_Immigrants_Female","By_Sex_Emigrants_Male","By_Sex_Emigrants_Female","Birth_Number_Male","Birth_Number_Female","Unemployment_Number_Male_Registered unemployed","Unemployment_Number_Male_Unemployment demand","Unemployment_Number_Female_Registered unemployed","Unemployment_Number_Female_Unemployment demand"
"1144",2017,7,"Horta-Guinardó",43,"Horta","85-89",65,5,14,463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.2,100.8,521,606,329,354,99,91,7921,1919,9482,2315
"1145",2017,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","85-89",60,8,14,431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.6,102.8,509,547,336,372,92,108,7332,1819,8802,2164
"1146",2017,8,"Nou Barris",45,"Porta","85-89",67,5,16,501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,52.8,93.8,647,751,369,371,104,117,7073,1727,8684,2200
"1147",2017,8,"Nou Barris",46,"el Turó de la Peira","85-89",62,6,17,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.25,98.5,409,469,221,263,82,92,4612,1140,5425,1292
"1148",2017,8,"Nou Barris",48,"la Guineueta","85-89",37,4,9,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.6,63.2,218,275,156,207,47,40,5245,1185,6336,1545
"1149",2017,8,"Nou Barris",49,"Canyelles","85-89",11,2,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,19,62,78,60,55,35,14,2557,578,3091,754
"1150",2017,8,"Nou Barris",50,"les Roquetes","85-89",20,0,8,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,15.4,37.2,413,507,253,302,88,83,5548,1254,6701,1632
"1151",2017,8,"Nou Barris",51,"Verdun","85-89",30,2,6,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,21.6,41.4,305,361,203,201,50,48,4254,962,5137,1252
"1152",2017,8,"Nou Barris",52,"la Prosperitat","85-89",57,3,21,441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,50.4,84.4,571,635,342,379,127,124,7962,1945,9771,2474
"1153",2017,8,"Nou Barris",53,"la Trinitat Nova","85-89",12,3,9,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.75,35.2,221,237,156,167,38,28,3861,720,4047,886
"1154",2017,8,"Nou Barris",55,"Ciutat Meridiana","85-89",14,1,6,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,10.4,17.4,409,429,230,204,49,53,5593,1023,5782,1250
"1155",2017,9,"Sant Andreu",57,"la Trinitat Vella","85-89",11,0,2,174,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.4,19,368,307,237,223,65,55,5181,950,5357,1157
"1156",2017,9,"Sant Andreu",59,"el Bon Pastor","85-89",34,0,5,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,32.8,307,351,215,192,66,60,3498,1048,4936,1230
"1157",2017,9,"Sant Andreu",60,"Sant Andreu","85-89",126,18,29,1042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.6,177.5,939,1026,667,739,227,232,14145,4236,19969,4974
"1158",2017,9,"Sant Andreu",61,"la Sagrera","85-89",51,3,11,575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,83.6,643,711,372,461,132,100,6864,1968,8953,2518
"1159",2017,9,"Sant Andreu",62,"el Congrés i els Indians","85-89",41,1,7,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,78.8,297,306,191,205,61,61,3340,959,4359,1225
"1160",2017,9,"Sant Andreu",63,"Navas","85-89",38,4,8,391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.6,81.2,501,487,300,323,98,83,5165,1461,6699,1883
"1161",2017,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","85-89",59,9,16,858,181,0,0,0,0,0,0,0,0,0,0,0,121,0,0,0,0,0,64.6,139.8,1075,1126,595,675,148,159,11005,2848,11995,3261
"1162",2017,10,"Sant Martí",65,"el Clot","85-89",50,11,9,510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.4,75,651,651,373,374,125,82,7101,1963,8545,2136
"1163",2017,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","85-89",17,4,8,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,44.6,490,469,210,226,79,74,3310,993,4242,993
"1164",2017,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","85-89",5,1,0,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,11,190,220,140,128,34,29,2179,761,2754,655
"1165",2017,10,"Sant Martí",68,"el Poblenou","85-89",82,6,19,666,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.2,98.6,874,891,513,506,160,157,7505,2566,9502,2263
"1166",2017,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","85-89",23,4,5,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.25,20.6,379,401,263,223,103,58,3775,1007,4245,964
"1167",2017,10,"Sant Martí",70,"el Besòs i el Maresme","85-89",36,3,14,538,0,0,0,411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.2,75.6,1146,870,519,470,119,99,8648,2269,9739,2217
"1168",2017,10,"Sant Martí",71,"Provençals del Poblenou","85-89",48,1,8,441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,51.6,469,505,311,306,106,80,5496,1500,6906,1654
"1169",2017,10,"Sant Martí",72,"Sant Martí de Provençals","85-89",73,2,15,462,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,54.2,106.4,536,537,357,363,100,98,7584,2026,9784,2425
"1170",2017,10,"Sant Martí",73,"la Verneda i la Pau","85-89",72,6,16,514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.6,100.2,602,638,389,421,122,107,8589,2286,11083,2757
"1171",2017,1,"Ciutat Vella",1,"el Raval","90-94",57,5,12,1109,360,104,106,605,209,166,150,203,101,470,293,0,0,0,0,0,0,0,16.8,49.2,3063,2337,1195,910,283,219,23763,5131,17053,3659
"1172",2017,1,"Ciutat Vella",2,"el Barri Gòtic","90-94",21,3,4,482,275,0,0,262,147,0,0,115,0,0,0,0,0,0,0,0,0,0,6,26.2,1499,1188,427,353,56,53,5799,1665,4723,1339
"1173",2017,1,"Ciutat Vella",3,"la Barceloneta","90-94",24,0,4,414,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2,21.6666666666667,910,849,361,353,51,50,6128,2159,5957,1722
"1174",2017,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","90-94",35,2,7,537,355,0,0,0,157,148,118,0,0,0,0,105,0,0,0,0,0,0,6,32,1438,1327,502,528,90,90,8464,2937,8232,2369
"1175",2017,2,"Eixample",5,"el Fort Pienc","90-94",77,6,9,663,207,0,0,0,0,0,0,0,0,0,0,0,195,0,0,0,0,0,22.75,54,1082,1155,495,586,117,114,6998,2144,8376,2367
"1176",2017,2,"Eixample",6,"la Sagrada Família","90-94",126,7,12,1181,295,155,225,0,0,0,0,0,0,0,0,0,210,115,105,0,0,0,42.2,113.2,1693,1898,796,890,207,183,11171,3550,13872,3872
"1177",2017,2,"Eixample",7,"la Dreta de l'Eixample","90-94",117,9,10,1063,284,101,0,0,202,0,0,0,0,0,0,124,0,0,0,0,0,0,30,109.4,1543,1657,666,803,185,159,7341,1825,8927,2545
"1178",2017,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","90-94",98,12,6,1177,280,163,135,0,125,0,0,0,0,0,0,0,105,0,106,119,0,0,36,93.4,1693,1774,702,672,176,164,8384,2206,9540,2580
"1179",2017,2,"Eixample",9,"la Nova Esquerra de l'Eixample","90-94",112,5,11,1593,314,174,129,0,0,0,0,0,0,0,0,0,200,132,101,118,0,0,35,122.2,1927,2135,925,1034,218,242,12553,3958,14307,4486
"1180",2017,2,"Eixample",10,"Sant Antoni","90-94",77,5,6,883,188,106,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,0,28.6,83,1253,1237,632,682,172,130,9372,2750,10094,3089
"1181",2017,3,"Sants-Montjuïc",11,"el Poble Sec","90-94",78,1,5,826,270,0,0,198,0,133,0,138,0,0,0,0,0,0,0,0,105,0,16.6,59.6,1595,1492,887,790,156,174,13611,3634,14078,3397
"1182",2017,3,"Sants-Montjuïc",13,"la Marina de Port","90-94",44,4,5,574,0,0,0,0,0,0,0,0,0,0,0,0,166,0,0,0,0,0,16,30.6,724,775,516,511,119,117,9110,2339,11951,2474
"1183",2017,3,"Sants-Montjuïc",14,"la Font de la Guatlla","90-94",24,4,1,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.25,21.75,351,295,193,200,42,30,3404,907,3578,854
"1184",2017,3,"Sants-Montjuïc",15,"Hostafrancs","90-94",27,2,4,410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2,20,584,575,319,330,78,64,3786,1197,4892,1437
"1185",2017,3,"Sants-Montjuïc",16,"la Bordeta","90-94",42,5,5,434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.6666666666667,31.2,471,474,329,353,81,75,4444,1406,5743,1686
"1186",2017,3,"Sants-Montjuïc",17,"Sants - Badal","90-94",43,2,8,605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.4,36.6,703,773,475,539,108,96,4659,1545,6168,1888
"1187",2017,3,"Sants-Montjuïc",18,"Sants","90-94",88,5,16,1083,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.2,72.4,1407,1432,789,863,155,180,9031,2917,11728,3517
"1188",2017,4,"Les Corts",19,"les Corts","90-94",83,8,18,1027,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.5,87,1054,1222,651,728,199,175,9387,3066,11859,3600
"1189",2017,4,"Les Corts",20,"la Maternitat i Sant Ramon","90-94",43,3,15,630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.8,42.2,608,727,415,484,101,105,4606,1525,6097,1866
"1190",2017,4,"Les Corts",21,"Pedralbes","90-94",27,4,3,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.6,22.2,367,397,189,192,32,32,1091,300,1489,381
"1191",2017,5,"Sarrià-Sant Gervasi",23,"Sarrià","90-94",41,7,8,541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.25,56.2,606,602,318,379,122,110,2473,717,3112,794
"1192",2017,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","90-94",30,2,1,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.2,26.4,337,365,183,222,74,61,1991,619,2181,553
"1193",2017,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","90-94",61,9,9,587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.8,55.4,531,650,299,334,104,95,3036,782,4005,930
"1194",2017,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","90-94",96,6,10,1146,135,0,0,0,114,0,0,0,0,0,0,121,0,0,0,0,0,0,43.75,103.8,1092,1342,598,680,206,199,5833,1406,7114,1866
"1195",2017,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","90-94",47,4,6,697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.2,50.2,733,782,396,485,127,138,5207,1345,6498,1870
"1196",2017,6,"Gràcia",28,"Vallcarca i els Penitents","90-94",29,2,6,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.8,33.4,355,417,229,261,66,66,3305,928,4219,1241
"1197",2017,6,"Gràcia",29,"el Coll","90-94",9,3,2,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,6.75,166,206,102,105,26,25,1374,392,1771,531
"1198",2017,6,"Gràcia",30,"la Salut","90-94",25,1,3,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,25,382,350,184,202,62,42,2778,811,3541,1078
"1199",2017,6,"Gràcia",31,"la Vila de Gràcia","90-94",122,7,27,1415,326,0,0,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,31.25,116.2,1623,1964,792,933,241,236,11179,3189,13910,3710
"1200",2017,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","90-94",83,6,8,728,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.2,62.5,833,958,457,542,149,144,7089,2173,8961,2583
"1201",2017,7,"Horta-Guinardó",33,"el Baix Guinardó","90-94",73,9,8,526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.4,61.6,620,665,371,385,97,93,5468,1717,6983,1992
"1202",2017,7,"Horta-Guinardó",34,"Can Baró","90-94",21,1,1,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4,14.2,240,233,135,155,41,38,1988,583,2532,773
"1203",2017,7,"Horta-Guinardó",35,"el Guinardó","90-94",59,2,5,782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.75,60,874,963,524,561,148,170,8953,2232,11043,3028
"1204",2017,7,"Horta-Guinardó",36,"la Font d'en Fargues","90-94",13,0,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,16.8,121,162,97,100,26,33,2746,647,3381,858
"1205",2017,7,"Horta-Guinardó",37,"el Carmel","90-94",30,1,2,524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,36.2,671,743,461,500,123,136,9346,2214,11524,2937
"1206",2017,7,"Horta-Guinardó",38,"la Teixonera","90-94",21,0,2,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,16.8,246,266,186,189,48,41,2849,700,3453,888
"1207",2017,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","90-94",13,0,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,12.2,213,173,98,111,28,27,1723,427,2078,539
"1208",2017,7,"Horta-Guinardó",40,"Montbau","90-94",21,3,1,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4,20.4,129,127,87,82,26,17,1249,311,1503,388
"1209",2017,7,"Horta-Guinardó",43,"Horta","90-94",59,9,9,463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.4,50.6,521,606,329,354,99,91,7921,1919,9482,2315
"1210",2017,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","90-94",49,3,9,431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.6,53.6,509,547,336,372,92,108,7332,1819,8802,2164
"1211",2017,8,"Nou Barris",45,"Porta","90-94",50,3,5,501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,15.25,39.6,647,751,369,371,104,117,7073,1727,8684,2200
"1212",2017,8,"Nou Barris",46,"el Turó de la Peira","90-94",45,3,7,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.6,33.6,409,469,221,263,82,92,4612,1140,5425,1292
"1213",2017,8,"Nou Barris",48,"la Guineueta","90-94",35,0,4,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8,27.25,218,275,156,207,47,40,5245,1185,6336,1545
"1214",2017,8,"Nou Barris",49,"Canyelles","90-94",12,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2,6.25,62,78,60,55,35,14,2557,578,3091,754
"1215",2017,8,"Nou Barris",50,"les Roquetes","90-94",11,0,1,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,4.75,11,413,507,253,302,88,83,5548,1254,6701,1632
"1216",2017,8,"Nou Barris",51,"Verdun","90-94",12,1,4,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,4.25,18.6,305,361,203,201,50,48,4254,962,5137,1252
"1217",2017,8,"Nou Barris",52,"la Prosperitat","90-94",43,4,9,441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,15.8,37,571,635,342,379,127,124,7962,1945,9771,2474
"1218",2017,8,"Nou Barris",53,"la Trinitat Nova","90-94",14,0,4,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16.2,221,237,156,167,38,28,3861,720,4047,886
"1219",2017,8,"Nou Barris",55,"Ciutat Meridiana","90-94",3,0,1,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,2,6.2,409,429,230,204,49,53,5593,1023,5782,1250
"1220",2017,9,"Sant Andreu",57,"la Trinitat Vella","90-94",12,2,1,174,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7.6,368,307,237,223,65,55,5181,950,5357,1157
"1221",2017,9,"Sant Andreu",59,"el Bon Pastor","90-94",16,1,5,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11.4,307,351,215,192,66,60,3498,1048,4936,1230
"1222",2017,9,"Sant Andreu",60,"Sant Andreu","90-94",78,8,14,1042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.6,81.8,939,1026,667,739,227,232,14145,4236,19969,4974
"1223",2017,9,"Sant Andreu",61,"la Sagrera","90-94",46,2,15,575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.75,46,643,711,372,461,132,100,6864,1968,8953,2518
"1224",2017,9,"Sant Andreu",62,"el Congrés i els Indians","90-94",35,0,4,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.4,33.4,297,306,191,205,61,61,3340,959,4359,1225
"1225",2017,9,"Sant Andreu",63,"Navas","90-94",43,3,4,391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.5,38,501,487,300,323,98,83,5165,1461,6699,1883
"1226",2017,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","90-94",79,4,13,858,181,0,0,0,0,0,0,0,0,0,0,0,121,0,0,0,0,0,27.8,63.5,1075,1126,595,675,148,159,11005,2848,11995,3261
"1227",2017,10,"Sant Martí",65,"el Clot","90-94",38,2,7,510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.4,39.4,651,651,373,374,125,82,7101,1963,8545,2136
"1228",2017,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","90-94",21,0,2,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8,19,490,469,210,226,79,74,3310,993,4242,993
"1229",2017,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","90-94",4,1,2,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.33333333333333,4.5,190,220,140,128,34,29,2179,761,2754,655
"1230",2017,10,"Sant Martí",68,"el Poblenou","90-94",48,4,8,666,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.6,54,874,891,513,506,160,157,7505,2566,9502,2263
"1231",2017,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","90-94",10,3,3,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,10,379,401,263,223,103,58,3775,1007,4245,964
"1232",2017,10,"Sant Martí",70,"el Besòs i el Maresme","90-94",30,2,6,538,0,0,0,411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,25.8,1146,870,519,470,119,99,8648,2269,9739,2217
"1233",2017,10,"Sant Martí",71,"Provençals del Poblenou","90-94",30,4,8,441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,22.4,469,505,311,306,106,80,5496,1500,6906,1654
"1234",2017,10,"Sant Martí",72,"Sant Martí de Provençals","90-94",55,1,10,462,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,16.8,45.2,536,537,357,363,100,98,7584,2026,9784,2425
"1235",2017,10,"Sant Martí",73,"la Verneda i la Pau","90-94",62,1,5,514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.6,46.6,602,638,389,421,122,107,8589,2286,11083,2757
"1236",2016,1,"Ciutat Vella",1,"el Raval","0-4",0,210,117,1020,332,0,0,721,168,174,115,216,0,463,256,0,0,0,0,0,0,0,217,212.25,2819,2157,1268,905,236,217,26375,5101,17477,3702
"1237",2016,1,"Ciutat Vella",2,"el Barri Gòtic","0-4",0,57,37,471,262,0,0,130,132,0,0,0,0,0,0,0,0,0,0,0,0,0,49.2,44.4,1135,1063,428,337,53,45,6162,1712,4978,1412
"1238",2016,1,"Ciutat Vella",3,"la Barceloneta","0-4",0,40,24,344,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.2,46.2,785,763,352,294,45,47,6757,2428,6476,1729
"1239",2016,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","0-4",0,55,45,578,253,0,0,0,134,0,105,0,0,0,0,0,0,0,0,0,0,0,88.2,77.25,1210,1167,498,428,92,80,9321,3302,8983,2399
"1240",2016,2,"Eixample",5,"el Fort Pienc","0-4",0,67,55,642,188,0,0,0,0,0,0,0,0,0,0,0,179,0,0,0,0,0,132.4,119,962,1032,482,500,132,123,7392,2287,8924,2472
"1241",2016,2,"Eixample",6,"la Sagrada Família","0-4",2,102,80,1162,241,136,127,0,0,0,0,0,0,0,0,0,179,0,0,0,0,0,197.4,183.4,1472,1683,771,866,192,208,12535,3826,14805,4047
"1242",2016,2,"Eixample",7,"la Dreta de l'Eixample","0-4",0,108,83,1050,212,0,0,0,140,0,0,0,0,0,0,0,109,0,0,0,0,0,193.6,175,1367,1576,657,764,177,187,8169,2158,10069,2607
"1243",2016,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","0-4",1,108,58,1022,213,104,114,0,106,0,0,0,0,0,0,0,0,0,0,107,0,0,163.6,160.25,1412,1499,621,679,159,165,9291,2255,10373,2691
"1244",2016,2,"Eixample",9,"la Nova Esquerra de l'Eixample","0-4",0,106,88,1371,245,121,101,0,0,0,0,0,0,0,0,0,189,0,0,106,0,0,217,210,1667,1819,859,950,226,224,13787,4298,15782,4506
"1245",2016,2,"Eixample",10,"Sant Antoni","0-4",0,84,59,766,158,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,154.6,141.4,1067,1079,576,555,139,136,10197,2960,11104,3019
"1246",2016,3,"Sants-Montjuïc",11,"el Poble Sec","0-4",0,93,77,825,206,0,0,260,0,0,0,138,0,0,0,0,0,0,0,0,0,0,178,150.2,1439,1290,833,772,0,0,15676,3624,15420,3247
"1247",2016,3,"Sants-Montjuïc",13,"la Marina de Port","0-4",0,89,70,587,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0,131.8,122.6,622,679,513,510,122,113,10533,2272,12853,2465
"1248",2016,3,"Sants-Montjuïc",14,"la Font de la Guatlla","0-4",0,22,23,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.75,35.25,302,298,193,199,47,37,3922,903,3916,817
"1249",2016,3,"Sants-Montjuïc",15,"Hostafrancs","0-4",0,35,29,403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.6,62.2,518,505,329,323,82,71,4308,1296,5337,1455
"1250",2016,3,"Sants-Montjuïc",16,"la Bordeta","0-4",0,42,49,417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.8,77.2,442,445,309,329,76,66,5054,1519,6261,1709
"1251",2016,3,"Sants-Montjuïc",17,"Sants - Badal","0-4",0,55,38,582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,83.75,642,724,499,544,86,78,5387,1692,7002,2035
"1252",2016,3,"Sants-Montjuïc",18,"Sants","0-4",0,96,73,982,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177.75,157.4,1121,1201,754,770,202,178,10323,3175,12997,3651
"1253",2016,4,"Les Corts",19,"les Corts","0-4",1,124,68,1047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,186,977,1070,666,660,182,181,10628,3338,13164,3733
"1254",2016,4,"Les Corts",20,"la Maternitat i Sant Ramon","0-4",0,69,43,609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102.8,100.6,588,622,372,430,93,91,5326,1671,6922,2011
"1255",2016,4,"Les Corts",21,"Pedralbes","0-4",0,45,18,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.2,50,369,366,180,178,35,49,1193,385,1611,427
"1256",2016,5,"Sarrià-Sant Gervasi",23,"Sarrià","0-4",0,93,65,568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149.2,133.4,542,589,345,378,116,122,2650,799,3403,847
"1257",2016,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","0-4",0,42,27,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.2,88.4,264,348,191,232,72,78,2069,551,2448,525
"1258",2016,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","0-4",0,65,34,525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.2,120.4,526,597,309,364,105,98,3377,853,4450,1057
"1259",2016,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","0-4",0,130,58,1087,119,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,204.75,209.6,1041,1228,565,665,212,203,6316,1622,7968,1855
"1260",2016,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","0-4",0,63,66,636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131.2,137.2,580,691,423,485,144,138,5814,1517,7292,1987
"1261",2016,6,"Gràcia",28,"Vallcarca i els Penitents","0-4",0,24,29,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.2,64.4,325,354,220,219,68,74,3674,1025,4542,1290
"1262",2016,6,"Gràcia",29,"el Coll","0-4",0,14,9,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.8,30.2,161,171,117,131,37,39,1523,433,1917,556
"1263",2016,6,"Gràcia",30,"la Salut","0-4",1,21,14,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,46.4,304,305,171,166,56,48,3110,939,3740,1129
"1264",2016,6,"Gràcia",31,"la Vila de Gràcia","0-4",0,90,93,1210,278,0,0,0,146,0,0,0,0,0,0,109,0,0,0,0,0,0,235.5,218,1405,1650,767,848,251,232,12639,3376,14801,3911
"1265",2016,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","0-4",0,52,47,680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137.25,131.6,702,803,427,469,174,145,8202,2427,9616,2674
"1266",2016,7,"Horta-Guinardó",33,"el Baix Guinardó","0-4",0,43,37,506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.2,91,510,550,349,365,113,104,6336,1909,7436,2086
