"","Year","District.Code","District.Name","Neighborhood.Code","Neighborhood.Name","Age","Death_Number","By_Age_Immigrants","By_Age_Emigrants","Spain","Italy","Colombia","Venezuela","Pakistan","France","Morocco","United Kingdom","India","Germany","Bangladesh","Philippines","United States","China","Peru","Argentina","Brasil","Dominican Republic","Honduras","Population_Number_Male","Population_Number_Female","By_Sex_Immigrants_Male","By_Sex_Immigrants_Female","By_Sex_Emigrants_Male","By_Sex_Emigrants_Female","Birth_Number_Male","Birth_Number_Female","Unemployment_Number_Male_Registered unemployed","Unemployment_Number_Male_Unemployment demand","Unemployment_Number_Female_Registered unemployed","Unemployment_Number_Female_Unemployment demand"
"1823",2016,3,"Sants-Montjuïc",13,"la Marina de Port","45-49",3,78,62,587,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0,245.8,247,622,679,513,510,122,113,10533,2272,12853,2465
"1824",2016,3,"Sants-Montjuïc",14,"la Font de la Guatlla","45-49",0,33,24,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,72,302,298,193,199,47,37,3922,903,3916,817
"1825",2016,3,"Sants-Montjuïc",15,"Hostafrancs","45-49",3,56,58,403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.4,109.6,518,505,329,323,82,71,4308,1296,5337,1455
"1826",2016,3,"Sants-Montjuïc",16,"la Bordeta","45-49",0,37,49,417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124.75,140.5,442,445,309,329,76,66,5054,1519,6261,1709
"1827",2016,3,"Sants-Montjuïc",17,"Sants - Badal","45-49",0,58,55,582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149.4,166.2,642,724,499,544,86,78,5387,1692,7002,2035
"1828",2016,3,"Sants-Montjuïc",18,"Sants","45-49",2,107,94,982,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284.25,306.8,1121,1201,754,770,202,178,10323,3175,12997,3651
"1829",2016,4,"Les Corts",19,"les Corts","45-49",5,101,86,1047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282.6,306,977,1070,666,660,182,181,10628,3338,13164,3733
"1830",2016,4,"Les Corts",20,"la Maternitat i Sant Ramon","45-49",1,63,53,609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.8,147,588,622,372,430,93,91,5326,1671,6922,2011
"1831",2016,4,"Les Corts",21,"Pedralbes","45-49",1,45,38,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.6,83.5,369,366,180,178,35,49,1193,385,1611,427
"1832",2016,5,"Sarrià-Sant Gervasi",23,"Sarrià","45-49",1,72,52,568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164.4,190.8,542,589,345,378,116,122,2650,799,3403,847
"1833",2016,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","45-49",2,37,33,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.2,131.25,264,348,191,232,72,78,2069,551,2448,525
"1834",2016,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","45-49",4,49,55,525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,187.4,526,597,309,364,105,98,3377,853,4450,1057
"1835",2016,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","45-49",6,148,81,1087,119,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,321.2,372.4,1041,1228,565,665,212,203,6316,1622,7968,1855
"1836",2016,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","45-49",2,62,57,636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190.2,233.4,580,691,423,485,144,138,5814,1517,7292,1987
"1837",2016,6,"Gràcia",28,"Vallcarca i els Penitents","45-49",2,37,31,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,116.8,325,354,220,219,68,74,3674,1025,4542,1290
"1838",2016,6,"Gràcia",29,"el Coll","45-49",0,19,14,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.2,60.25,161,171,117,131,37,39,1523,433,1917,556
"1839",2016,6,"Gràcia",30,"la Salut","45-49",1,20,19,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.6,91.2,304,305,171,166,56,48,3110,939,3740,1129
"1840",2016,6,"Gràcia",31,"la Vila de Gràcia","45-49",4,103,104,1210,278,0,0,0,146,0,0,0,0,0,0,109,0,0,0,0,0,0,330.6,362.6,1405,1650,767,848,251,232,12639,3376,14801,3911
"1841",2016,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","45-49",4,65,43,680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,243.8,702,803,427,469,174,145,8202,2427,9616,2674
"1842",2016,7,"Horta-Guinardó",33,"el Baix Guinardó","45-49",0,47,48,506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181.4,174.4,510,550,349,365,113,104,6336,1909,7436,2086
"1843",2016,7,"Horta-Guinardó",34,"Can Baró","45-49",2,22,10,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.8,68.4,174,200,118,129,27,46,2229,674,2671,808
"1844",2016,7,"Horta-Guinardó",35,"el Guinardó","45-49",2,96,80,745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,281.4,774,852,449,577,151,173,10269,2454,12058,3137
"1845",2016,7,"Horta-Guinardó",36,"la Font d'en Fargues","45-49",0,11,14,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.3333333333333,71.6,99,103,109,108,37,37,3086,700,3670,878
"1846",2016,7,"Horta-Guinardó",37,"el Carmel","45-49",4,54,55,482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,244,555,598,422,457,146,135,10509,2400,12492,3009
"1847",2016,7,"Horta-Guinardó",38,"la Teixonera","45-49",1,21,15,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.4,90.2,268,268,149,175,47,48,3209,768,3665,891
"1848",2016,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","45-49",0,19,13,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.75,53.4,177,170,83,83,22,25,1942,472,2186,533
"1849",2016,7,"Horta-Guinardó",41,"la Vall d'Hebron","45-49",0,14,7,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.8,45.2,113,98,58,55,26,15,1499,363,1688,412
"1850",2016,7,"Horta-Guinardó",43,"Horta","45-49",4,49,42,423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195.4,203,463,506,283,317,110,113,9072,2090,10204,2309
"1851",2016,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","45-49",1,43,28,417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183.2,186.75,447,509,287,361,85,95,8483,1977,9474,2110
"1852",2016,8,"Nou Barris",45,"Porta","45-49",4,71,57,475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,184.4,186,548,618,308,352,95,122,8180,1843,9364,2105
"1853",2016,8,"Nou Barris",46,"el Turó de la Peira","45-49",2,40,32,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.75,114.4,336,381,219,231,70,57,5343,1247,5822,1270
"1854",2016,8,"Nou Barris",48,"la Guineueta","45-49",1,31,24,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.8,124.25,204,260,115,143,55,63,5975,1288,6668,1484
"1855",2016,8,"Nou Barris",50,"les Roquetes","45-49",2,47,43,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,120,125,383,469,221,303,77,82,6323,1362,7054,1571
"1856",2016,8,"Nou Barris",51,"Verdun","45-49",0,28,22,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,94.6,92.2,273,303,187,205,52,62,4846,1043,5407,1202
"1857",2016,8,"Nou Barris",52,"la Prosperitat","45-49",2,62,39,410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,188.5,203.4,475,624,363,367,90,115,9219,2075,10545,2367
"1858",2016,8,"Nou Barris",53,"la Trinitat Nova","45-49",2,15,16,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.8,60.8,171,174,118,132,35,33,4546,789,4339,839
"1859",2016,8,"Nou Barris",55,"Ciutat Meridiana","45-49",1,31,20,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,80.6,70.8,316,310,204,188,50,55,6606,1125,6209,1184
"1860",2016,9,"Sant Andreu",57,"la Trinitat Vella","45-49",1,39,20,182,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.6,70.6,300,245,227,170,59,49,6120,1042,5753,1096
"1861",2016,9,"Sant Andreu",59,"el Bon Pastor","45-49",2,33,33,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.4,96.2,251,233,220,219,57,45,4071,1197,5388,1265
"1862",2016,9,"Sant Andreu",60,"Sant Andreu","45-49",3,96,75,930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399.8,436.8,854,896,661,708,256,230,16450,4839,21794,5121
"1863",2016,9,"Sant Andreu",61,"la Sagrera","45-49",4,61,43,532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193.8,212.8,533,646,358,388,148,108,7858,2212,9846,2546
"1864",2016,9,"Sant Andreu",62,"el Congrés i els Indians","45-49",0,33,23,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.6,115,251,299,181,190,70,48,3826,1078,4794,1239
"1865",2016,9,"Sant Andreu",63,"Navas","45-49",1,49,51,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160.2,175.6,443,470,313,346,100,76,5920,1641,7360,1908
"1866",2016,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","45-49",4,92,93,789,116,0,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,251.4,270.6,920,974,589,680,144,162,11968,3180,12994,3204
"1867",2016,10,"Sant Martí",65,"el Clot","45-49",2,58,45,475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205.8,215.5,570,589,373,379,95,95,7762,2093,9425,2142
"1868",2016,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","45-49",1,39,24,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104.2,98,450,406,226,236,71,66,3647,1030,4711,1014
"1869",2016,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","45-49",0,17,18,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.75,79.2,196,195,116,104,48,41,2469,816,3001,662
"1870",2016,10,"Sant Martí",68,"el Poblenou","45-49",4,80,58,640,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309.4,285.8,807,813,473,483,197,154,8464,2736,10386,2279
"1871",2016,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","45-49",4,45,29,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.6,121.8,337,332,192,193,91,97,4189,1107,4574,932
"1872",2016,10,"Sant Martí",70,"el Besòs i el Maresme","45-49",6,94,74,446,0,0,0,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.6,159.75,871,704,598,484,88,93,9587,2491,10482,2142
"1873",2016,10,"Sant Martí",71,"Provençals del Poblenou","45-49",2,43,33,353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,157.4,398,407,313,320,90,80,6093,1602,7493,1661
"1874",2016,10,"Sant Martí",72,"Sant Martí de Provençals","45-49",2,51,53,443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.8,202.6,502,535,360,403,96,90,8474,2196,10466,2439
"1875",2016,10,"Sant Martí",73,"la Verneda i la Pau","45-49",2,79,55,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204.8,211.5,506,501,384,396,125,111,9609,2485,11830,2768
"1876",2016,1,"Ciutat Vella",1,"el Raval","50-54",13,132,96,1020,332,0,0,721,168,174,115,216,0,463,256,0,0,0,0,0,0,0,323.6,266.75,2819,2157,1268,905,236,217,26375,5101,17477,3702
"1877",2016,1,"Ciutat Vella",2,"el Barri Gòtic","50-54",2,55,40,471,262,0,0,130,132,0,0,0,0,0,0,0,0,0,0,0,0,0,105.25,84.8,1135,1063,428,337,53,45,6162,1712,4978,1412
"1878",2016,1,"Ciutat Vella",3,"la Barceloneta","50-54",4,33,21,344,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.8,91,785,763,352,294,45,47,6757,2428,6476,1729
"1879",2016,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","50-54",1,51,29,578,253,0,0,0,134,0,105,0,0,0,0,0,0,0,0,0,0,0,144.25,134.4,1210,1167,498,428,92,80,9321,3302,8983,2399
"1880",2016,2,"Eixample",5,"el Fort Pienc","50-54",7,67,41,642,188,0,0,0,0,0,0,0,0,0,0,0,179,0,0,0,0,0,205,222.6,962,1032,482,500,132,123,7392,2287,8924,2472
"1881",2016,2,"Eixample",6,"la Sagrada Família","50-54",9,101,81,1162,241,136,127,0,0,0,0,0,0,0,0,0,179,0,0,0,0,0,336.4,395.6,1472,1683,771,866,192,208,12535,3826,14805,4047
"1882",2016,2,"Eixample",7,"la Dreta de l'Eixample","50-54",3,118,70,1050,212,0,0,0,140,0,0,0,0,0,0,0,109,0,0,0,0,0,280.8,309.4,1367,1576,657,764,177,187,8169,2158,10069,2607
"1883",2016,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","50-54",7,78,76,1022,213,104,114,0,106,0,0,0,0,0,0,0,0,0,0,107,0,0,268,313.8,1412,1499,621,679,159,165,9291,2255,10373,2691
"1884",2016,2,"Eixample",9,"la Nova Esquerra de l'Eixample","50-54",7,105,73,1371,245,121,101,0,0,0,0,0,0,0,0,0,189,0,0,106,0,0,349,414.8,1667,1819,859,950,226,224,13787,4298,15782,4506
"1885",2016,2,"Eixample",10,"Sant Antoni","50-54",7,74,56,766,158,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,257.4,276,1067,1079,576,555,139,136,10197,2960,11104,3019
"1886",2016,3,"Sants-Montjuïc",11,"el Poble Sec","50-54",7,94,78,825,206,0,0,260,0,0,0,138,0,0,0,0,0,0,0,0,0,0,280.8,274.8,1439,1290,833,772,0,0,15676,3624,15420,3247
"1887",2016,3,"Sants-Montjuïc",13,"la Marina de Port","50-54",1,59,50,587,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0,220,260.8,622,679,513,510,122,113,10533,2272,12853,2465
"1888",2016,3,"Sants-Montjuïc",14,"la Font de la Guatlla","50-54",1,12,20,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.2,75.2,302,298,193,199,47,37,3922,903,3916,817
"1889",2016,3,"Sants-Montjuïc",15,"Hostafrancs","50-54",3,26,30,403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,109.8,518,505,329,323,82,71,4308,1296,5337,1455
"1890",2016,3,"Sants-Montjuïc",16,"la Bordeta","50-54",6,29,19,417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125.4,147.6,442,445,309,329,76,66,5054,1519,6261,1709
"1891",2016,3,"Sants-Montjuïc",17,"Sants - Badal","50-54",6,39,50,582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154.6,184.4,642,724,499,544,86,78,5387,1692,7002,2035
"1892",2016,3,"Sants-Montjuïc",18,"Sants","50-54",5,87,66,982,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268.5,302.4,1121,1201,754,770,202,178,10323,3175,12997,3651
"1893",2016,4,"Les Corts",19,"les Corts","50-54",9,59,66,1047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276,336,977,1070,666,660,182,181,10628,3338,13164,3733
"1894",2016,4,"Les Corts",20,"la Maternitat i Sant Ramon","50-54",1,45,33,609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125.6,177.25,588,622,372,430,93,91,5326,1671,6922,2011
"1895",2016,4,"Les Corts",21,"Pedralbes","50-54",1,36,23,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.8,85.2,369,366,180,178,35,49,1193,385,1611,427
"1896",2016,5,"Sarrià-Sant Gervasi",23,"Sarrià","50-54",5,50,45,568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164.4,171.5,542,589,345,378,116,122,2650,799,3403,847
"1897",2016,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","50-54",2,32,22,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105.75,130,264,348,191,232,72,78,2069,551,2448,525
"1898",2016,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","50-54",3,46,39,525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160.8,192.6,526,597,309,364,105,98,3377,853,4450,1057
"1899",2016,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","50-54",2,122,67,1087,119,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,317.6,369.4,1041,1228,565,665,212,203,6316,1622,7968,1855
"1900",2016,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","50-54",4,47,40,636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185.8,219.8,580,691,423,485,144,138,5814,1517,7292,1987
"1901",2016,6,"Gràcia",28,"Vallcarca i els Penitents","50-54",3,27,18,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.75,112,325,354,220,219,68,74,3674,1025,4542,1290
"1902",2016,6,"Gràcia",29,"el Coll","50-54",4,9,11,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.6666666666667,60.5,161,171,117,131,37,39,1523,433,1917,556
"1903",2016,6,"Gràcia",30,"la Salut","50-54",2,18,15,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.5,80.25,304,305,171,166,56,48,3110,939,3740,1129
"1904",2016,6,"Gràcia",31,"la Vila de Gràcia","50-54",10,85,78,1210,278,0,0,0,146,0,0,0,0,0,0,109,0,0,0,0,0,0,302.8,342.5,1405,1650,767,848,251,232,12639,3376,14801,3911
"1905",2016,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","50-54",8,39,30,680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202.2,248,702,803,427,469,174,145,8202,2427,9616,2674
"1906",2016,7,"Horta-Guinardó",33,"el Baix Guinardó","50-54",7,29,21,506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,194.75,510,550,349,365,113,104,6336,1909,7436,2086
"1907",2016,7,"Horta-Guinardó",34,"Can Baró","50-54",4,14,17,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.4,66.2,174,200,118,129,27,46,2229,674,2671,808
"1908",2016,7,"Horta-Guinardó",35,"el Guinardó","50-54",7,57,43,745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238.6,260.8,774,852,449,577,151,173,10269,2454,12058,3137
"1909",2016,7,"Horta-Guinardó",36,"la Font d'en Fargues","50-54",2,6,7,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.25,68.4,99,103,109,108,37,37,3086,700,3670,878
"1910",2016,7,"Horta-Guinardó",37,"el Carmel","50-54",7,54,40,482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216.2,223.2,555,598,422,457,146,135,10509,2400,12492,3009
"1911",2016,7,"Horta-Guinardó",38,"la Teixonera","50-54",3,19,17,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.2,81.4,268,268,149,175,47,48,3209,768,3665,891
"1912",2016,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","50-54",0,12,9,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,53,177,170,83,83,22,25,1942,472,2186,533
"1913",2016,7,"Horta-Guinardó",41,"la Vall d'Hebron","50-54",2,9,9,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,48.75,113,98,58,55,26,15,1499,363,1688,412
"1914",2016,7,"Horta-Guinardó",43,"Horta","50-54",5,45,35,423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191.2,204.8,463,506,283,317,110,113,9072,2090,10204,2309
"1915",2016,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","50-54",5,40,31,417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167.25,198,447,509,287,361,85,95,8483,1977,9474,2110
"1916",2016,8,"Nou Barris",45,"Porta","50-54",4,46,40,475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,154.25,190,548,618,308,352,95,122,8180,1843,9364,2105
"1917",2016,8,"Nou Barris",46,"el Turó de la Peira","50-54",6,32,18,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.25,118.2,336,381,219,231,70,57,5343,1247,5822,1270
"1918",2016,8,"Nou Barris",48,"la Guineueta","50-54",3,17,14,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.2,114,204,260,115,143,55,63,5975,1288,6668,1484
"1919",2016,8,"Nou Barris",50,"les Roquetes","50-54",4,25,21,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,96,106.6,383,469,221,303,77,82,6323,1362,7054,1571
"1920",2016,8,"Nou Barris",51,"Verdun","50-54",4,27,13,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,77.25,88.4,273,303,187,205,52,62,4846,1043,5407,1202
"1921",2016,8,"Nou Barris",52,"la Prosperitat","50-54",1,48,33,410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,159.5,181.8,475,624,363,367,90,115,9219,2075,10545,2367
"1922",2016,8,"Nou Barris",53,"la Trinitat Nova","50-54",1,14,15,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.2,49.2,171,174,118,132,35,33,4546,789,4339,839
"1923",2016,8,"Nou Barris",55,"Ciutat Meridiana","50-54",2,30,17,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,69.4,66.2,316,310,204,188,50,55,6606,1125,6209,1184
"1924",2016,9,"Sant Andreu",57,"la Trinitat Vella","50-54",2,28,16,182,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.2,62.5,300,245,227,170,59,49,6120,1042,5753,1096
"1925",2016,9,"Sant Andreu",59,"el Bon Pastor","50-54",2,18,23,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,78.4,251,233,220,219,57,45,4071,1197,5388,1265
"1926",2016,9,"Sant Andreu",60,"Sant Andreu","50-54",12,72,54,930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363,407.6,854,896,661,708,256,230,16450,4839,21794,5121
"1927",2016,9,"Sant Andreu",61,"la Sagrera","50-54",3,46,35,532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.25,213.6,533,646,358,388,148,108,7858,2212,9846,2546
"1928",2016,9,"Sant Andreu",62,"el Congrés i els Indians","50-54",4,25,17,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.75,109.2,251,299,181,190,70,48,3826,1078,4794,1239
"1929",2016,9,"Sant Andreu",63,"Navas","50-54",3,40,26,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147.6,174,443,470,313,346,100,76,5920,1641,7360,1908
"1930",2016,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","50-54",7,64,61,789,116,0,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,247.4,281.6,920,974,589,680,144,162,11968,3180,12994,3204
"1931",2016,10,"Sant Martí",65,"el Clot","50-54",3,46,36,475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187.4,222,570,589,373,379,95,95,7762,2093,9425,2142
"1932",2016,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","50-54",4,15,31,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.2,105.2,450,406,226,236,71,66,3647,1030,4711,1014
"1933",2016,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","50-54",4,15,14,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.6,98.6,196,195,116,104,48,41,2469,816,3001,662
"1934",2016,10,"Sant Martí",68,"el Poblenou","50-54",7,49,54,640,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233.4,240.4,807,813,473,483,197,154,8464,2736,10386,2279
"1935",2016,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","50-54",0,31,15,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,78.2,337,332,192,193,91,97,4189,1107,4574,932
"1936",2016,10,"Sant Martí",70,"el Besòs i el Maresme","50-54",4,69,48,446,0,0,0,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167.6,166.4,871,704,598,484,88,93,9587,2491,10482,2142
"1937",2016,10,"Sant Martí",71,"Provençals del Poblenou","50-54",8,40,35,353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,172.6,398,407,313,320,90,80,6093,1602,7493,1661
"1938",2016,10,"Sant Martí",72,"Sant Martí de Provençals","50-54",6,50,39,443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,183.25,502,535,360,403,96,90,8474,2196,10466,2439
"1939",2016,10,"Sant Martí",73,"la Verneda i la Pau","50-54",4,48,29,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,204.6,506,501,384,396,125,111,9609,2485,11830,2768
"1940",2016,1,"Ciutat Vella",1,"el Raval","55-59",8,96,60,1020,332,0,0,721,168,174,115,216,0,463,256,0,0,0,0,0,0,0,249.6,216.4,2819,2157,1268,905,236,217,26375,5101,17477,3702
"1941",2016,1,"Ciutat Vella",2,"el Barri Gòtic","55-59",5,41,27,471,262,0,0,130,132,0,0,0,0,0,0,0,0,0,0,0,0,0,94.25,81,1135,1063,428,337,53,45,6162,1712,4978,1412
"1942",2016,1,"Ciutat Vella",3,"la Barceloneta","55-59",8,29,27,344,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,79.2,785,763,352,294,45,47,6757,2428,6476,1729
"1943",2016,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","55-59",10,36,21,578,253,0,0,0,134,0,105,0,0,0,0,0,0,0,0,0,0,0,113.2,107.2,1210,1167,498,428,92,80,9321,3302,8983,2399
"1944",2016,2,"Eixample",5,"el Fort Pienc","55-59",14,55,36,642,188,0,0,0,0,0,0,0,0,0,0,0,179,0,0,0,0,0,186.4,230.6,962,1032,482,500,132,123,7392,2287,8924,2472
"1945",2016,2,"Eixample",6,"la Sagrada Família","55-59",6,68,59,1162,241,136,127,0,0,0,0,0,0,0,0,0,179,0,0,0,0,0,302.6,382.4,1472,1683,771,866,192,208,12535,3826,14805,4047
